Tick,Evento,Tipo de Comercio,ID Pedido
1890,Se empezó a elaborar el pedido,restaurante,769
1890,Se asignó el rapartidor,farmacia,763
1891,Se asignó el rapartidor,almacen,768
1891,Se Termino de elaborar el pedido,restaurante,761
1891,Comenzó el envio del pedido,farmacia,763
1891,Finalizó el envío del pedido,restaurante,754
1891,Comenzó el envio del pedido,restaurante,761
1892,Entró el pedido al sistema,restaurante,770
1892,Comenzó el envio del pedido,almacen,768
1892,Finalizó el envío del pedido,restaurante,746
1893,Entró el pedido al sistema,restaurante,771
1893,Se empezó a elaborar el pedido,restaurante,770
1893,Finalizó el envío del pedido,restaurante,739
1894,Se empezó a elaborar el pedido,restaurante,771
1894,Se Termino de elaborar el pedido,restaurante,755
1894,Se empezó a elaborar el pedido,restaurante,759
1894,Comenzó el envio del pedido,restaurante,755
1896,Se Termino de elaborar el pedido,restaurante,762
1897,Entró el pedido al sistema,restaurante,772
1897,Se asignó el rapartidor,restaurante,759
1897,Entró el pedido al sistema,restaurante,773
1898,Se empezó a elaborar el pedido,restaurante,773
1898,Se asignó el rapartidor,restaurante,764
1898,Finalizó el envío del pedido,restaurante,761
1899,Se asignó el rapartidor,restaurante,767
1900,Finalizó el envío del pedido,farmacia,763
1901,Entró el pedido al sistema,restaurante,774
1901,Se Termino de elaborar el pedido,restaurante,760
1901,Finalizó el envío del pedido,restaurante,755
1901,Finalizó el envío del pedido,restaurante,752
1902,Se empezó a elaborar el pedido,restaurante,774
1902,Finalizó el envío del pedido,restaurante,744
1904,Se Termino de elaborar el pedido,restaurante,770
1905,Se Termino de elaborar el pedido,restaurante,765
1905,Se asignó el rapartidor,restaurante,771
1906,Entró el pedido al sistema,restaurante,775
1906,Se asignó el rapartidor,restaurante,769
1906,Finalizó el envío del pedido,almacen,768
1907,Se asignó el rapartidor,restaurante,766
1907,Se Termino de elaborar el pedido,restaurante,757
1907,Comenzó el envio del pedido,restaurante,757
1908,Se Termino de elaborar el pedido,restaurante,759
1908,Se empezó a elaborar el pedido,restaurante,775
1908,Comenzó el envio del pedido,restaurante,759
1909,Se asignó el rapartidor,restaurante,760
1910,Comenzó el envio del pedido,restaurante,760
1910,Entró el pedido al sistema,restaurante,776
1910,Se asignó el rapartidor,restaurante,772
1911,Se empezó a elaborar el pedido,restaurante,776
1911,Se asignó el rapartidor,restaurante,776
1913,Entró el pedido al sistema,restaurante,777
1913,Se Termino de elaborar el pedido,restaurante,771
1913,Comenzó el envio del pedido,restaurante,771
1914,Se empezó a elaborar el pedido,restaurante,777
1915,Se Termino de elaborar el pedido,restaurante,769
1915,Comenzó el envio del pedido,restaurante,769
1916,Entró el pedido al sistema,almacen,778
1917,Se empezó a elaborar el pedido,almacen,778
1917,Finalizó el envío del pedido,restaurante,757
1917,Se Termino de elaborar el pedido,almacen,778
1919,Finalizó el envío del pedido,restaurante,771
1920,Se asignó el rapartidor,restaurante,770
1921,Entró el pedido al sistema,restaurante,779
1921,Comenzó el envio del pedido,restaurante,770
1921,Se asignó el rapartidor,almacen,778
1922,Se empezó a elaborar el pedido,restaurante,779
1922,Comenzó el envio del pedido,almacen,778
1922,Se asignó el rapartidor,restaurante,762
1923,Entró el pedido al sistema,restaurante,780
1923,Comenzó el envio del pedido,restaurante,762
1923,Se Termino de elaborar el pedido,restaurante,776
1923,Entró el pedido al sistema,restaurante,781
1923,Comenzó el envio del pedido,restaurante,776
1924,Se Termino de elaborar el pedido,restaurante,751
1924,Se empezó a elaborar el pedido,restaurante,780
1924,Finalizó el envío del pedido,restaurante,769
1924,Se empezó a elaborar el pedido,restaurante,753
1924,Comenzó el envio del pedido,restaurante,751
1925,Entró el pedido al sistema,restaurante,782
1925,Finalizó el envío del pedido,restaurante,759
1926,Entró el pedido al sistema,restaurante,783
1926,Se empezó a elaborar el pedido,restaurante,782
1926,Se Termino de elaborar el pedido,restaurante,764
1926,Se asignó el rapartidor,restaurante,774
1926,Se empezó a elaborar el pedido,restaurante,772
1926,Comenzó el envio del pedido,restaurante,764
1927,Se empezó a elaborar el pedido,restaurante,783
1928,Entró el pedido al sistema,restaurante,784
1928,Se Termino de elaborar el pedido,restaurante,766
1928,Se asignó el rapartidor,restaurante,775
1928,Comenzó el envio del pedido,restaurante,766
1928,Finalizó el envío del pedido,restaurante,760
1928,Finalizó el envío del pedido,restaurante,776
1929,Se Termino de elaborar el pedido,restaurante,773
1932,Finalizó el envío del pedido,restaurante,764
1932,Finalizó el envío del pedido,restaurante,766
1933,Entró el pedido al sistema,almacen,785
1934,Se empezó a elaborar el pedido,almacen,785
1934,Se asignó el rapartidor,restaurante,765
1934,Se Termino de elaborar el pedido,almacen,785
1935,Comenzó el envio del pedido,restaurante,765
1935,Se asignó el rapartidor,almacen,785
1936,Comenzó el envio del pedido,almacen,785
1937,Finalizó el envío del pedido,restaurante,762
1938,Entró el pedido al sistema,restaurante,786
1938,Se asignó el rapartidor,restaurante,781
1938,Finalizó el envío del pedido,restaurante,751
1939,Se Termino de elaborar el pedido,restaurante,774
1939,Se Termino de elaborar el pedido,restaurante,777
1939,Se asignó el rapartidor,restaurante,777
1939,Comenzó el envio del pedido,restaurante,774
1940,Comenzó el envio del pedido,restaurante,777
1940,Finalizó el envío del pedido,almacen,778
1940,Finalizó el envío del pedido,restaurante,770
1941,Entró el pedido al sistema,restaurante,787
1942,Se empezó a elaborar el pedido,restaurante,787
1942,Se Termino de elaborar el pedido,restaurante,775
1942,Se Termino de elaborar el pedido,restaurante,753
1942,Se Termino de elaborar el pedido,restaurante,772
1942,Se empezó a elaborar el pedido,restaurante,767
1942,Comenzó el envio del pedido,restaurante,775
1942,Se empezó a elaborar el pedido,restaurante,781
1942,Comenzó el envio del pedido,restaurante,753
1942,Comenzó el envio del pedido,restaurante,772
1943,Se asignó el rapartidor,restaurante,773
1944,Comenzó el envio del pedido,restaurante,773
1945,Entró el pedido al sistema,almacen,788
1945,Finalizó el envío del pedido,almacen,785
1946,Se empezó a elaborar el pedido,almacen,788
1946,Se Termino de elaborar el pedido,almacen,788
1948,Se asignó el rapartidor,restaurante,784
1949,Entró el pedido al sistema,almacen,789
1949,Finalizó el envío del pedido,restaurante,777
1950,Se empezó a elaborar el pedido,almacen,789
1950,Se Termino de elaborar el pedido,almacen,789
1951,Finalizó el envío del pedido,restaurante,774
1952,Entró el pedido al sistema,farmacia,790
1952,Finalizó el envío del pedido,restaurante,765
1952,Finalizó el envío del pedido,restaurante,772
1952,Entró el pedido al sistema,restaurante,791
1953,Se empezó a elaborar el pedido,farmacia,790
1953,Se Termino de elaborar el pedido,restaurante,780
1953,Se asignó el rapartidor,almacen,788
1953,Se Termino de elaborar el pedido,farmacia,790
1954,Entró el pedido al sistema,almacen,792
1954,Se Termino de elaborar el pedido,restaurante,779
1954,Comenzó el envio del pedido,almacen,788
1954,Se asignó el rapartidor,farmacia,790
1954,Se empezó a elaborar el pedido,restaurante,786
1955,Se empezó a elaborar el pedido,almacen,792
1955,Comenzó el envio del pedido,farmacia,790
1955,Finalizó el envío del pedido,restaurante,775
1955,Se Termino de elaborar el pedido,almacen,792
1956,Se asignó el rapartidor,restaurante,780
1957,Comenzó el envio del pedido,restaurante,780
1958,Entró el pedido al sistema,restaurante,793
1958,Se Termino de elaborar el pedido,restaurante,783
1960,Se asignó el rapartidor,almacen,789
1961,Entró el pedido al sistema,restaurante,794
1961,Se Termino de elaborar el pedido,restaurante,782
1961,Comenzó el envio del pedido,almacen,789
1961,Se asignó el rapartidor,restaurante,786
1961,Finalizó el envío del pedido,almacen,788
1961,Finalizó el envío del pedido,restaurante,753
1962,Se empezó a elaborar el pedido,restaurante,794
1962,Comenzó el envio del pedido,restaurante,779
1962,Se asignó el rapartidor,restaurante,782
1963,Entró el pedido al sistema,restaurante,795
1963,Se Termino de elaborar el pedido,restaurante,781
1963,Comenzó el envio del pedido,restaurante,782
1963,Se asignó el rapartidor,restaurante,783
1963,Comenzó el envio del pedido,restaurante,781
1963,Finalizó el envío del pedido,restaurante,773
1964,Comenzó el envio del pedido,restaurante,783
1964,Se empezó a elaborar el pedido,restaurante,795
1964,Finalizó el envío del pedido,farmacia,790
1965,Entró el pedido al sistema,almacen,796
1965,Se asignó el rapartidor,almacen,792
1966,Entró el pedido al sistema,almacen,797
1966,Se empezó a elaborar el pedido,almacen,796
1966,Comenzó el envio del pedido,almacen,792
1966,Entró el pedido al sistema,almacen,798
1966,Se Termino de elaborar el pedido,almacen,796
1967,Entró el pedido al sistema,restaurante,799
1967,Se Termino de elaborar el pedido,restaurante,787
1967,Se empezó a elaborar el pedido,almacen,797
1967,Se Termino de elaborar el pedido,almacen,797
1968,Se empezó a elaborar el pedido,restaurante,799
1968,Se empezó a elaborar el pedido,almacen,798
1968,Finalizó el envío del pedido,restaurante,782
1968,Se Termino de elaborar el pedido,almacen,798
1969,Entró el pedido al sistema,restaurante,800
1969,Se Termino de elaborar el pedido,restaurante,767
1969,Se asignó el rapartidor,restaurante,787
1969,Entró el pedido al sistema,restaurante,801
1969,Se empezó a elaborar el pedido,restaurante,784
1969,Comenzó el envio del pedido,restaurante,767
1969,Finalizó el envío del pedido,restaurante,783
1970,Se empezó a elaborar el pedido,restaurante,800
1970,Se empezó a elaborar el pedido,restaurante,801
1970,Comenzó el envio del pedido,restaurante,787
1970,Se asignó el rapartidor,almacen,796
1970,Finalizó el envío del pedido,restaurante,780
1971,Entró el pedido al sistema,restaurante,802
1971,Comenzó el envio del pedido,almacen,796
1971,Se asignó el rapartidor,almacen,797
1971,Finalizó el envío del pedido,almacen,792
1972,Comenzó el envio del pedido,almacen,797
1972,Se empezó a elaborar el pedido,restaurante,802
1972,Finalizó el envío del pedido,restaurante,779
1974,Entró el pedido al sistema,restaurante,803
1974,Entró el pedido al sistema,restaurante,804
1975,Se asignó el rapartidor,almacen,798
1975,Se empezó a elaborar el pedido,restaurante,804
1975,Finalizó el envío del pedido,restaurante,781
1975,Finalizó el envío del pedido,almacen,789
1975,Comenzó el envio del pedido,almacen,798
1976,Se asignó el rapartidor,restaurante,779
1976,Finalizó el envío del pedido,almacen,796
1977,Se asignó el rapartidor,restaurante,791
1978,Se asignó el rapartidor,restaurante,793
1979,Entró el pedido al sistema,farmacia,805
1979,Finalizó el envío del pedido,restaurante,787
1979,Entró el pedido al sistema,restaurante,806
1980,Se empezó a elaborar el pedido,farmacia,805
1980,Finalizó el envío del pedido,restaurante,767
1980,Finalizó el envío del pedido,almacen,797
1980,Se Termino de elaborar el pedido,farmacia,805
1981,Se asignó el rapartidor,restaurante,794
1983,Se asignó el rapartidor,farmacia,805
1983,Comenzó el envio del pedido,farmacia,805
1984,Entró el pedido al sistema,restaurante,807
1984,Se Termino de elaborar el pedido,restaurante,799
1984,Se Termino de elaborar el pedido,restaurante,795
1984,Se asignó el rapartidor,restaurante,800
1984,Entró el pedido al sistema,restaurante,808
1984,Se empezó a elaborar el pedido,restaurante,806
1985,Se empezó a elaborar el pedido,restaurante,808
1985,Se asignó el rapartidor,restaurante,795
1985,Se empezó a elaborar el pedido,restaurante,807
1985,Se Termino de elaborar el pedido,restaurante,784
1985,Se empezó a elaborar el pedido,restaurante,791
1985,Comenzó el envio del pedido,restaurante,784
1986,Se asignó el rapartidor,restaurante,808
1986,Comenzó el envio del pedido,restaurante,795
1989,Entró el pedido al sistema,restaurante,809
1989,Se asignó el rapartidor,restaurante,799
1989,Finalizó el envío del pedido,farmacia,805
1990,Comenzó el envio del pedido,restaurante,799
1990,Se asignó el rapartidor,restaurante,802
1990,Se empezó a elaborar el pedido,restaurante,809
1991,Se asignó el rapartidor,restaurante,801
1992,Se Termino de elaborar el pedido,restaurante,800
1992,Se asignó el rapartidor,restaurante,804
1992,Se empezó a elaborar el pedido,restaurante,803
1992,Comenzó el envio del pedido,restaurante,800
1992,Finalizó el envío del pedido,almacen,798
1993,Se asignó el rapartidor,restaurante,803
1994,Entró el pedido al sistema,restaurante,810
1995,Entró el pedido al sistema,restaurante,811
1996,Se Termino de elaborar el pedido,restaurante,786
1996,Se asignó el rapartidor,restaurante,806
1996,Comenzó el envio del pedido,restaurante,786
1996,Finalizó el envío del pedido,restaurante,800
1998,Entró el pedido al sistema,restaurante,812
1998,Se Termino de elaborar el pedido,restaurante,801
1998,Comenzó el envio del pedido,restaurante,801
1999,Se Termino de elaborar el pedido,restaurante,791
1999,Se empezó a elaborar el pedido,restaurante,812
1999,Se empezó a elaborar el pedido,restaurante,793
1999,Comenzó el envio del pedido,restaurante,791
2002,Se Termino de elaborar el pedido,restaurante,802
2002,Se asignó el rapartidor,restaurante,810
2002,Comenzó el envio del pedido,restaurante,802
2002,Finalizó el envío del pedido,restaurante,784
2003,Entró el pedido al sistema,restaurante,813
2003,Finalizó el envío del pedido,restaurante,795
2004,Se empezó a elaborar el pedido,restaurante,813
2004,Finalizó el envío del pedido,restaurante,799
2005,Se Termino de elaborar el pedido,restaurante,794
2005,Finalizó el envío del pedido,restaurante,786
2005,Comenzó el envio del pedido,restaurante,794
2006,Se Termino de elaborar el pedido,restaurante,808
2006,Comenzó el envio del pedido,restaurante,808
2007,Se Termino de elaborar el pedido,restaurante,806
2007,Comenzó el envio del pedido,restaurante,806
2008,Entró el pedido al sistema,almacen,814
2009,Se empezó a elaborar el pedido,almacen,814
2009,Se Termino de elaborar el pedido,almacen,814
2010,Entró el pedido al sistema,restaurante,815
2010,Se Termino de elaborar el pedido,restaurante,807
2011,Se asignó el rapartidor,restaurante,811
2012,Entró el pedido al sistema,restaurante,816
2012,Se Termino de elaborar el pedido,restaurante,804
2012,Finalizó el envío del pedido,restaurante,808
2012,Se empezó a elaborar el pedido,restaurante,810
2012,Comenzó el envio del pedido,restaurante,804
2013,Finalizó el envío del pedido,restaurante,794
2014,Entró el pedido al sistema,restaurante,817
2014,Se empezó a elaborar el pedido,restaurante,816
2014,Finalizó el envío del pedido,restaurante,791
2014,Finalizó el envío del pedido,restaurante,802
2014,Finalizó el envío del pedido,restaurante,801
2015,Entró el pedido al sistema,restaurante,818
2015,Se empezó a elaborar el pedido,restaurante,817
2016,Se asignó el rapartidor,almacen,814
2017,Entró el pedido al sistema,farmacia,819
2017,Comenzó el envio del pedido,almacen,814
2018,Se empezó a elaborar el pedido,farmacia,819
2018,Se Termino de elaborar el pedido,farmacia,819
2019,Se asignó el rapartidor,restaurante,812
2020,Se Termino de elaborar el pedido,restaurante,803
2020,Se asignó el rapartidor,farmacia,819
2020,Se empezó a elaborar el pedido,restaurante,818
2020,Comenzó el envio del pedido,restaurante,803
2021,Comenzó el envio del pedido,farmacia,819
2021,Se asignó el rapartidor,restaurante,807
2022,Entró el pedido al sistema,restaurante,820
2022,Comenzó el envio del pedido,restaurante,807
2022,Se Termino de elaborar el pedido,restaurante,809
2022,Se asignó el rapartidor,restaurante,815
2023,Se Termino de elaborar el pedido,restaurante,810
2023,Se empezó a elaborar el pedido,restaurante,820
2023,Se asignó el rapartidor,restaurante,809
2023,Se empezó a elaborar el pedido,restaurante,811
2023,Comenzó el envio del pedido,restaurante,810
2023,Finalizó el envío del pedido,restaurante,806
2024,Comenzó el envio del pedido,restaurante,809
2025,Entró el pedido al sistema,restaurante,821
2025,Se Termino de elaborar el pedido,restaurante,793
2025,Comenzó el envio del pedido,restaurante,793
2025,Entró el pedido al sistema,restaurante,822
2025,Entró el pedido al sistema,restaurante,823
2026,Se empezó a elaborar el pedido,restaurante,822
2026,Finalizó el envío del pedido,restaurante,804
2027,Entró el pedido al sistema,restaurante,824
2028,Se empezó a elaborar el pedido,restaurante,824
2028,Se Termino de elaborar el pedido,restaurante,816
2028,Se asignó el rapartidor,restaurante,820
2028,Se empezó a elaborar el pedido,restaurante,821
2028,Finalizó el envío del pedido,farmacia,819
2029,Entró el pedido al sistema,restaurante,825
2030,Se empezó a elaborar el pedido,restaurante,825
2030,Se asignó el rapartidor,restaurante,813
2031,Se asignó el rapartidor,restaurante,825
2033,Entró el pedido al sistema,restaurante,826
2033,Se Termino de elaborar el pedido,restaurante,812
2033,Comenzó el envio del pedido,restaurante,812
2034,Finalizó el envío del pedido,restaurante,793
2034,Finalizó el envío del pedido,restaurante,803
2034,Finalizó el envío del pedido,restaurante,810
2035,Se Termino de elaborar el pedido,restaurante,817
2036,Finalizó el envío del pedido,almacen,814
2037,Entró el pedido al sistema,restaurante,827
2037,Se asignó el rapartidor,restaurante,818
2038,Se empezó a elaborar el pedido,restaurante,827
2038,Se Termino de elaborar el pedido,restaurante,811
2038,Se empezó a elaborar el pedido,restaurante,815
2038,Comenzó el envio del pedido,restaurante,811
2039,Finalizó el envío del pedido,restaurante,809
2040,Entró el pedido al sistema,restaurante,828
2040,Se asignó el rapartidor,restaurante,817
2041,Se asignó el rapartidor,restaurante,816
2041,Se empezó a elaborar el pedido,restaurante,828
2041,Comenzó el envio del pedido,restaurante,817
2041,Finalizó el envío del pedido,restaurante,812
2041,Finalizó el envío del pedido,restaurante,807
2042,Entró el pedido al sistema,restaurante,829
2042,Comenzó el envio del pedido,restaurante,816
2043,Se empezó a elaborar el pedido,restaurante,829
2044,Entró el pedido al sistema,restaurante,830
2044,Se asignó el rapartidor,restaurante,822
2046,Entró el pedido al sistema,restaurante,831
2046,Finalizó el envío del pedido,restaurante,811
2047,Entró el pedido al sistema,restaurante,832
2047,Se Termino de elaborar el pedido,restaurante,818
2047,Se Termino de elaborar el pedido,restaurante,825
2047,Se asignó el rapartidor,restaurante,821
2047,Se empezó a elaborar el pedido,restaurante,831
2047,Comenzó el envio del pedido,restaurante,818
2047,Comenzó el envio del pedido,restaurante,825
2048,Se empezó a elaborar el pedido,restaurante,832
2049,Se Termino de elaborar el pedido,restaurante,813
2049,Comenzó el envio del pedido,restaurante,813
2050,Se asignó el rapartidor,restaurante,823
2050,Finalizó el envío del pedido,restaurante,817
2051,Entró el pedido al sistema,restaurante,833
2051,Se asignó el rapartidor,restaurante,826
2051,Entró el pedido al sistema,restaurante,834
2051,Finalizó el envío del pedido,restaurante,825
2052,Se empezó a elaborar el pedido,restaurante,833
2052,Se empezó a elaborar el pedido,restaurante,834
2055,Se Termino de elaborar el pedido,restaurante,822
2055,Se Termino de elaborar el pedido,restaurante,828
2055,Se asignó el rapartidor,restaurante,827
2055,Comenzó el envio del pedido,restaurante,822
2056,Entró el pedido al sistema,restaurante,835
2056,Se asignó el rapartidor,restaurante,824
2056,Entró el pedido al sistema,farmacia,836
2056,Entró el pedido al sistema,restaurante,837
2056,Finalizó el envío del pedido,restaurante,816
2057,Se empezó a elaborar el pedido,restaurante,837
2057,Se empezó a elaborar el pedido,restaurante,835
2057,Se empezó a elaborar el pedido,farmacia,836
2057,Se asignó el rapartidor,farmacia,836
2057,Se Termino de elaborar el pedido,farmacia,836
2057,Finalizó el envío del pedido,restaurante,818
2057,Comenzó el envio del pedido,farmacia,836
2058,Se asignó el rapartidor,restaurante,830
2060,Se Termino de elaborar el pedido,restaurante,824
2060,Comenzó el envio del pedido,restaurante,824
2061,Entró el pedido al sistema,restaurante,838
2061,Se asignó el rapartidor,restaurante,837
2061,Entró el pedido al sistema,farmacia,839
2062,Se Termino de elaborar el pedido,restaurante,820
2062,Se asignó el rapartidor,farmacia,839
2062,Se empezó a elaborar el pedido,farmacia,839
2062,Se empezó a elaborar el pedido,restaurante,823
2062,Se Termino de elaborar el pedido,farmacia,839
2062,Finalizó el envío del pedido,restaurante,822
2062,Comenzó el envio del pedido,restaurante,820
2062,Comenzó el envio del pedido,farmacia,839
2063,Se Termino de elaborar el pedido,restaurante,832
2064,Entró el pedido al sistema,farmacia,840
2065,Entró el pedido al sistema,restaurante,841
2065,Se empezó a elaborar el pedido,farmacia,840
2065,Se Termino de elaborar el pedido,farmacia,840
2066,Se Termino de elaborar el pedido,restaurante,834
2066,Se empezó a elaborar el pedido,restaurante,841
2067,Finalizó el envío del pedido,farmacia,836
2067,Finalizó el envío del pedido,farmacia,839
2068,Se Termino de elaborar el pedido,restaurante,821
2068,Finalizó el envío del pedido,restaurante,820
2068,Finalizó el envío del pedido,restaurante,813
2068,Comenzó el envio del pedido,restaurante,821
2069,Se Termino de elaborar el pedido,restaurante,827
2069,Se asignó el rapartidor,restaurante,829
2069,Comenzó el envio del pedido,restaurante,827
2070,Entró el pedido al sistema,almacen,842
2071,Se empezó a elaborar el pedido,almacen,842
2071,Se asignó el rapartidor,farmacia,840
2071,Se Termino de elaborar el pedido,almacen,842
2072,Se Termino de elaborar el pedido,restaurante,829
2072,Se asignó el rapartidor,restaurante,832
2072,Comenzó el envio del pedido,farmacia,840
2072,Se empezó a elaborar el pedido,restaurante,830
2072,Comenzó el envio del pedido,restaurante,829
2073,Comenzó el envio del pedido,restaurante,832
2073,Se asignó el rapartidor,almacen,842
2074,Entró el pedido al sistema,restaurante,843
2074,Se Termino de elaborar el pedido,restaurante,833
2074,Comenzó el envio del pedido,almacen,842
2075,Se empezó a elaborar el pedido,restaurante,843
2075,Se asignó el rapartidor,restaurante,834
2076,Comenzó el envio del pedido,restaurante,834
2076,Finalizó el envío del pedido,restaurante,824
2077,Entró el pedido al sistema,farmacia,844
2077,Finalizó el envío del pedido,restaurante,827
2078,Se Termino de elaborar el pedido,restaurante,815
2078,Se empezó a elaborar el pedido,farmacia,844
2078,Se asignó el rapartidor,restaurante,838
2078,Se Termino de elaborar el pedido,farmacia,844
2078,Se empezó a elaborar el pedido,restaurante,826
2078,Comenzó el envio del pedido,restaurante,815
2079,Finalizó el envío del pedido,restaurante,821
2081,Entró el pedido al sistema,restaurante,845
2082,Finalizó el envío del pedido,restaurante,832
2084,Finalizó el envío del pedido,restaurante,829
2086,Entró el pedido al sistema,restaurante,846
2086,Se Termino de elaborar el pedido,restaurante,831
2087,Se empezó a elaborar el pedido,restaurante,846
2087,Se Termino de elaborar el pedido,restaurante,841
2087,Se asignó el rapartidor,farmacia,844
2087,Finalizó el envío del pedido,restaurante,834
2088,Se Termino de elaborar el pedido,restaurante,835
2088,Entró el pedido al sistema,restaurante,847
2088,Comenzó el envio del pedido,farmacia,844
2088,Se asignó el rapartidor,restaurante,835
2089,Se empezó a elaborar el pedido,restaurante,847
2089,Comenzó el envio del pedido,restaurante,835
2089,Finalizó el envío del pedido,farmacia,840
2091,Se asignó el rapartidor,restaurante,841
2091,Finalizó el envío del pedido,restaurante,815
2092,Entró el pedido al sistema,restaurante,848
2092,Comenzó el envio del pedido,restaurante,841
2092,Finalizó el envío del pedido,almacen,842
2093,Entró el pedido al sistema,restaurante,849
2093,Se asignó el rapartidor,restaurante,828
2093,Finalizó el envío del pedido,farmacia,844
2094,Entró el pedido al sistema,restaurante,850
2094,Se empezó a elaborar el pedido,restaurante,849
2094,Se Termino de elaborar el pedido,restaurante,837
2094,Comenzó el envio del pedido,restaurante,828
2094,Se asignó el rapartidor,restaurante,845
2094,Comenzó el envio del pedido,restaurante,837
2095,Se empezó a elaborar el pedido,restaurante,850
2097,Entró el pedido al sistema,restaurante,851
2097,Se asignó el rapartidor,restaurante,831
2098,Comenzó el envio del pedido,restaurante,831
2098,Se Termino de elaborar el pedido,restaurante,826
2098,Se empezó a elaborar el pedido,restaurante,838
2098,Comenzó el envio del pedido,restaurante,826
2099,Entró el pedido al sistema,restaurante,852
2099,Finalizó el envío del pedido,restaurante,837
2100,Se empezó a elaborar el pedido,restaurante,852
2100,Se asignó el rapartidor,restaurante,833
2101,Comenzó el envio del pedido,restaurante,833
2101,Se asignó el rapartidor,restaurante,843
2101,Finalizó el envío del pedido,restaurante,835
2101,Finalizó el envío del pedido,restaurante,841
2103,Se Termino de elaborar el pedido,restaurante,823
2103,Se empezó a elaborar el pedido,restaurante,845
2103,Comenzó el envio del pedido,restaurante,823
2104,Entró el pedido al sistema,restaurante,853
2104,Se Termino de elaborar el pedido,restaurante,847
2104,Se Termino de elaborar el pedido,restaurante,830
2104,Se empezó a elaborar el pedido,restaurante,848
2104,Comenzó el envio del pedido,restaurante,830
2105,Se asignó el rapartidor,restaurante,846
2106,Entró el pedido al sistema,restaurante,854
2106,Se asignó el rapartidor,restaurante,852
2107,Se empezó a elaborar el pedido,restaurante,854
2108,Se asignó el rapartidor,restaurante,848
2108,Finalizó el envío del pedido,restaurante,828
2110,Entró el pedido al sistema,almacen,855
2111,Se empezó a elaborar el pedido,almacen,855
2111,Se Termino de elaborar el pedido,almacen,855
2112,Se asignó el rapartidor,restaurante,847
2113,Comenzó el envio del pedido,restaurante,847
2113,Se asignó el rapartidor,almacen,855
2114,Entró el pedido al sistema,restaurante,856
2114,Se Termino de elaborar el pedido,restaurante,838
2114,Comenzó el envio del pedido,almacen,855
2114,Finalizó el envío del pedido,restaurante,830
2114,Finalizó el envío del pedido,restaurante,831
2114,Comenzó el envio del pedido,restaurante,838
2115,Se Termino de elaborar el pedido,restaurante,846
2115,Se asignó el rapartidor,restaurante,851
2115,Se empezó a elaborar el pedido,restaurante,856
2115,Comenzó el envio del pedido,restaurante,846
2115,Finalizó el envío del pedido,restaurante,826
2115,Finalizó el envío del pedido,restaurante,833
2118,Se Termino de elaborar el pedido,restaurante,852
2118,Se Termino de elaborar el pedido,restaurante,843
2118,Comenzó el envio del pedido,restaurante,852
2118,Comenzó el envio del pedido,restaurante,843
2119,Entró el pedido al sistema,restaurante,857
2120,Se empezó a elaborar el pedido,restaurante,857
2121,Entró el pedido al sistema,restaurante,858
2121,Finalizó el envío del pedido,restaurante,846
2121,Finalizó el envío del pedido,almacen,855
2122,Se empezó a elaborar el pedido,restaurante,858
2123,Se Termino de elaborar el pedido,restaurante,845
2123,Entró el pedido al sistema,farmacia,859
2123,Finalizó el envío del pedido,restaurante,823
2123,Finalizó el envío del pedido,restaurante,843
2123,Comenzó el envio del pedido,restaurante,845
2123,Entró el pedido al sistema,restaurante,860
2124,Se Termino de elaborar el pedido,restaurante,850
2124,Se empezó a elaborar el pedido,restaurante,860
2124,Se empezó a elaborar el pedido,farmacia,859
2124,Se asignó el rapartidor,restaurante,850
2124,Se Termino de elaborar el pedido,farmacia,859
2124,Se empezó a elaborar el pedido,restaurante,853
2124,Comenzó el envio del pedido,restaurante,850
2125,Se asignó el rapartidor,farmacia,859
2125,Finalizó el envío del pedido,restaurante,838
2126,Se Termino de elaborar el pedido,restaurante,848
2126,Comenzó el envio del pedido,farmacia,859
2126,Finalizó el envío del pedido,restaurante,852
2126,Se empezó a elaborar el pedido,restaurante,851
2126,Comenzó el envio del pedido,restaurante,848
2127,Entró el pedido al sistema,restaurante,861
2127,Entró el pedido al sistema,restaurante,862
2128,Se empezó a elaborar el pedido,restaurante,861
2129,Se asignó el rapartidor,restaurante,853
2130,Se Termino de elaborar el pedido,restaurante,849
2130,Se asignó el rapartidor,restaurante,854
2131,Entró el pedido al sistema,restaurante,863
2131,Se asignó el rapartidor,restaurante,849
2131,Entró el pedido al sistema,restaurante,864
2131,Comenzó el envio del pedido,restaurante,849
2131,Finalizó el envío del pedido,restaurante,847
2132,Se empezó a elaborar el pedido,restaurante,863
2132,Se Termino de elaborar el pedido,restaurante,854
2132,Se asignó el rapartidor,restaurante,857
2132,Comenzó el envio del pedido,restaurante,854
2132,Finalizó el envío del pedido,restaurante,845
2133,Se Termino de elaborar el pedido,restaurante,857
2133,Se asignó el rapartidor,restaurante,862
2133,Comenzó el envio del pedido,restaurante,857
2133,Finalizó el envío del pedido,restaurante,850
2134,Entró el pedido al sistema,restaurante,865
2134,Se asignó el rapartidor,restaurante,861
2134,Finalizó el envío del pedido,farmacia,859
2135,Entró el pedido al sistema,restaurante,866
2135,Se empezó a elaborar el pedido,restaurante,865
2135,Se asignó el rapartidor,restaurante,856
2136,Se empezó a elaborar el pedido,restaurante,866
2137,Se asignó el rapartidor,restaurante,866
2137,Se Termino de elaborar el pedido,restaurante,853
